track_id,track_name,popularity,explicit,duration_ms,added_at,album_id
4xhsWYTOGcal8zt0J161CU,Lovin On Me,94,True,138411,2023-12-01T04:00:00Z,6VCO0fDBGbRW8mCEvV95af
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),88,True,229938,2023-12-01T04:00:00Z,4rJDCELWL0fjdmN9Gn4f4g
5gzEL5O1ubbtIHUhLkSMTz,Loop Hole (feat. 21 Savage),74,True,151182,2023-12-01T04:00:00Z,2XCjDuNrAObHZrKPhsWvzP
1xWkeSPhf3bZqHY7Ncz8vp,500lbs,85,True,144390,2023-12-01T04:00:00Z,2Ro9gydgq5JWy7b22zPty9
1c7MITQmNJTrvfbDSzWT6x,Climate (feat. Offset),0,True,170106,2023-12-01T04:00:00Z,2EZ8JL3dtb54VXi3k6E7k6
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),91,True,247444,2023-12-01T04:00:00Z,4czdORdCWP9umpbhFXK2fW
6iiCzEd1ULpq7nXbZVQ4pi,Soak City (Do it),73,True,123547,2023-12-01T04:00:00Z,7pp3ZbXrqBiaaeRLIAyis5
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),84,True,173253,2023-12-01T04:00:00Z,1D1hLipjrdB6pnxurMtC3E
7idI4LLo9LVLqrvvzhSj3n,First Day Out (Freestyle),75,True,142837,2023-12-01T04:00:00Z,31UX5n39Siyj0nXs1s5DSZ
1nQaTUDJ7Rc4yOvZmg9Ozr,Mmhmm,78,True,119015,2023-12-01T04:00:00Z,1D3Uf2OkWYQytEbK3NpdMn
5Se32hEA9raeboZerywxka,You Broke My Heart,83,True,230709,2023-12-01T04:00:00Z,4Q7cRXio6mF2ImVUCcezPO
351CSUM0YDA0GCbHCSKoL1,Bow Bow Bow (F My Baby Dad),0,True,140400,2023-12-01T04:00:00Z,7eJUwUbX2BGnNkLBoOvIlr
7bwflXK0lc225Ir1SlkptS,Run,0,True,175587,2023-12-01T04:00:00Z,0b9jz0diSiituyThsBewRd
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,95,True,231750,2023-12-01T04:00:00Z,54dZypaXHAIDzBe9ujAZ63
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,91,True,211582,2023-12-01T04:00:00Z,18NOKLkZETa4sWwLMIm0UZ
4367dXCt02KMgELPisJ2D4,HVN ON EARTH (with Kodak Black),79,True,188870,2023-12-01T04:00:00Z,5bHwBaNZKESVBhqCvs4Ify
2jmdxJ60YfV3fVemuLz7pD,Long Story Short (with Lil Wayne),72,True,210338,2023-12-01T04:00:00Z,5Nzk5vGBrgjl9Ll8vk8m2q
0zbGWzQkLY5wn4xyiLYEi0,Glizock & Wizop (feat. Key Glock),73,True,192508,2023-12-01T04:00:00Z,4ocf6wJAV6NJCBn8nTkeaj
6ulEymrJ2Azx1uo3YHSE5w,Bent,80,True,170267,2023-12-01T04:00:00Z,1lzWtPTZrL3ZE1oagDJgvL
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),88,True,191700,2023-12-01T04:00:00Z,18NOKLkZETa4sWwLMIm0UZ
0oqnZWNBvobs1t181f45Ck,WHAT'S THE MOVE? (feat. Future and BabyDrill),74,True,199547,2023-12-01T04:00:00Z,4GwIahaGnJ2cA4QfAJ74nF
4M68xjcc42oxyphhzpOWXS,Great Gatsby,79,True,146751,2023-12-01T04:00:00Z,0xojHpNNGFiPqc3TXmh6Gv
6N7TGPYfGP2oxiy9Cpaz9G,Presha (with Lil Wayne),75,True,185453,2023-12-01T04:00:00Z,2tnjYrSajrt2nlv2Acf1DP
35gu7pEQ2gOLUvskspCD3Y,Bachelor,76,True,241533,2023-12-01T04:00:00Z,5csXVq16N67kRKWhgUmWpk
3Kh8X9lHztqVBTgw30HbXn,Cobra,79,True,168932,2023-12-01T04:00:00Z,08VJzxuxr4leLd9YhJNlQl
4rXLjWdF2ZZpXCVTfWcshS,fukumean,93,True,125040,2023-12-01T04:00:00Z,5qmZefgh78fN3jsyPPlvuw
4EKfEZ89t2DzU41RbsyFC6,Big Dog (with Lil Wayne),67,True,253760,2023-12-01T04:00:00Z,5N1Y4h6H1fiS7tIL0fPivM
3ScMs95OaNlkrZuRe7gyYa,PISTOL PACCIN,73,True,149449,2023-12-01T04:00:00Z,1ugjPDt5OYUeYmwYkgqEfQ
6Qc90FMwNUjJ2M893RdYUg,BROAD DAY (feat. Future),75,True,168426,2023-12-01T04:00:00Z,1D1hLipjrdB6pnxurMtC3E
7LTCmtMpf3JPfBE8gAl64z,Turn Yo Clic Up (feat. Future),75,True,230835,2023-12-01T04:00:00Z,1LaC62xZdpsUF19kVBbPCy
3kfhS2L56Wj8fBcu7xE47H,Turks & Caicos (feat. 21 Savage),80,True,203345,2023-12-01T04:00:00Z,0xojHpNNGFiPqc3TXmh6Gv
2hkcNrUwTVwKqjfUO1Kx3d,Did Me Wrong,73,True,177893,2023-12-01T04:00:00Z,5QDOKezJwT63L54s17jMgw
7GkZ2cx7i74zu1piQy3i6T,Baller,70,True,150679,2023-12-01T04:00:00Z,1QKQ5VaVGwH8zsqTqGU8Zs
53QRPT9Z42ALxGL1YGT9x1,Lemme See,69,True,165765,2023-12-01T04:00:00Z,65SsQtOf5Cd25fanX62XRR
4PKh6tJP16etcy2eKyMODe,Cold (feat. B.G. & Mike WiLL Made-It),64,True,155200,2023-12-01T04:00:00Z,30n2gaTkEAk04fqVGusVNh
67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),88,True,246133,2023-12-01T04:00:00Z,18NOKLkZETa4sWwLMIm0UZ
39fKVWP7D9qAmkM8qjRQoC,Thang For You (feat. NoCap),69,True,259545,2023-12-01T04:00:00Z,69bYMgvQpIYHsNNDxDTQqa
1BmI4EYdfzbg8DlV6pHYrY,Peaches & Eggplants (feat. Latto & Sexyy Red),73,True,217213,2023-12-01T04:00:00Z,3v9a1PtWXE5NopNCeaw1sj
5FDc4ljIWyW8wClzt54dhs,Big Diamonds (feat. 21 Savage),71,True,199597,2023-12-01T04:00:00Z,2LdlfTE6xqf2Ez8LPAFZSy
24zmKlJp1LlIRpagSbMaRY,I'm The Type,69,True,156312,2023-12-01T04:00:00Z,3ZuNOvosbywUYTfgZc09tU
4hrd3G5XnJzDC5LZw0Fwgu,ISSA PARTY (feat. BabyDrill),68,True,176133,2023-12-01T04:00:00Z,2bgo85yjFegHRyRROMaiWm
1WzuY075zswuk0pgMNrqCT,SpinDatBac,66,True,155207,2023-12-01T04:00:00Z,1FSxhiCNZgovaqCQnlnHbX
5ia8VbDkfzWBjC6f3bOTt1,24 hours to live,71,True,208838,2023-12-01T04:00:00Z,73djAmtght7e1sfNLior3P
4YQImHflXSiIMXntcwPkx8,Bongos (feat. Megan Thee Stallion),81,True,175099,2023-12-01T04:00:00Z,3XYWRia8E82cJI6WrDLTTQ
3MbOT5mzE94Ne0Hv51akoS,Brand New,74,True,182532,2023-12-01T04:00:00Z,0p82QxkLngaHhRkbET3IZ0
2c7sRekhMGlj7u1WIIzoQu,Fighting My Demons,84,True,150401,2023-12-01T04:00:00Z,0HS8aknH0JQdMIiBVhyOCW
3dw4v5lOsKRqIX3c1bouJW,In Luv With The Money,67,True,189085,2023-12-01T04:00:00Z,1jhGoiKDR41Qa2mzlveJFX
028IoCfEoEoM9fwodhqNP5,Snail Shells,62,True,91751,2023-12-01T04:00:00Z,5wBErX7aRc72byoh2KIHl6
3M1r9ilL53PLcrLdIuyZ4J,Aria,72,False,236065,2023-12-01T05:00:00Z,1Oi3PgQhL4WOKe1aoPCpqe
5SFCEkybGYmmzKqewtDEaN,Body Moving,75,False,154215,2023-12-01T05:00:00Z,5EcypjAXyzxlrF5AKCNg9K
5ahq8vkzMznGmfN2EVOukP,Lover/Friend,0,False,212250,2023-12-01T05:00:00Z,1CS8eBSCVXMwYJytG5aYfX
787Y2idwCU2Rk60Prv4wpr,Saving Up,76,False,207514,2023-12-01T05:00:00Z,3XTTqxcEOZgaTobJlRefvF
2f2dRxjiUOoV5qhZFbnVO6,Rule The World (Everybody),71,False,172500,2023-12-01T05:00:00Z,6Br9xGHQxq9VrTjsiYJ7NJ
4Q2IUQo8YuoCqiRrDazKK4,Water,71,False,191733,2023-12-01T05:00:00Z,2GyIYK9C2K870xKjo5HI9D
1CcLA0eaauck34YEIrvAAq,When We Were Young (The Logical Song),80,False,147432,2023-12-01T05:00:00Z,3vT1YpvKNkGVN3XE1f3kQY
0rK3a7tLRVgJBoc2DP3tIX,Dress Code,69,False,203437,2023-12-01T05:00:00Z,4LvkMrD1HDDOzWHRS7GKE1
5KTZgG84bKFGm53lhLtTqc,Mwaki,74,False,208135,2023-12-01T05:00:00Z,5asqLE8StjaHpMWSyjzo2D
5QOBT97OmYCZo1W5u7tRrB,ten,80,False,181545,2023-12-01T05:00:00Z,0GuEvq4vzB9QqUaU8lVL0F
4heve4ydl1u6V3AD4moZq9,She's On My Mind,68,False,181240,2023-12-01T05:00:00Z,7vQRJ5q9b0c4gKrsh9yIhE
7LXimIqTYO76Utly8VFABu,Stay High,66,False,188320,2023-12-01T05:00:00Z,3E3JRB0gGzHuc56GB3hUPJ
7eUalfb6XYFlpM8LvHmsJD,Veneno,67,False,143253,2023-12-01T05:00:00Z,2EQauiLBwWg9SCzJ07bEHj
4LwxeWSBu0LQtEyGLb6FVP,Losing Control,69,False,165335,2023-12-01T05:00:00Z,3eKGADmjALWfFIXHDak5DB
17t5Ba4T5CEYw2WG2clNeu,I Believe In Love Again - Jex Opolis Remix Edit,0,False,199696,2023-12-01T05:00:00Z,5HRtN5JcxONyY8WlvayG2g
6GrLwf1LdBCmkBOsmOcbPp,Can't Play Myself (A Tribute To Amy),72,False,174330,2023-12-01T05:00:00Z,4dIIRxQJD8krCBjlEBDX35
4ejCsNXh66YasBUiwfBhDg,Mercy (feat. Jacob Lusk),72,False,178242,2023-12-01T05:00:00Z,0fUKZB6bCIkamKICaWy2t2
74HBdKMibHlpW312HTFReN,BELLYDANCING,78,True,122520,2023-12-01T05:00:00Z,6D1c9gOUIaHAdY9ixKx47n
4feAKLuq3ShnAA84HcUFvf,Rainy (with REI AMI),0,False,164286,2023-12-01T05:00:00Z,5H1GCTOowyeZzBVBddvdFD
0OvO2X2Q3i98dc5RcgEN3x,Jungle,82,False,175500,2023-12-01T05:00:00Z,6YFH6hee6fTJjlRddtl8gN
02QE4LsAj7DBjMRxolGE8a,More Baby,72,False,175856,2023-12-01T05:00:00Z,1Pei7Y5MNZQvfkDWds5EWa
7mQAjg2u5udWhnQ07jIHI7,Higher Power,66,False,208601,2023-12-01T05:00:00Z,5t81OipNDNgEJ8MR5RVwFU
0pjBqAz8GlxGlpaU4W0DxS,Cruel Summer - LP Giobbi Remix,70,False,192900,2023-12-01T05:00:00Z,1nqF9ybDGwuGl1rVERp5Q4
1aNUSKBe6UMyMk3pEu9ws7,Atmosphere,77,False,182857,2023-12-01T05:00:00Z,3rGYf6tkyIJ4BE2O2k7o0d
31nfdEooLEq7dn3UMcIeB5,Vois sur ton chemin - Techno Mix,90,False,178156,2023-12-01T05:00:00Z,79Cyc8GRWnLyjdJSMyJ0dB
51w0BMC24JALh8uzwRzjMB,God Is In The Soundwaves,67,False,163510,2023-12-01T05:00:00Z,20ssXnN1FKqAfIE6zSM8gQ
1IYlFAw4SThAoRx5DWwAjT,Heart Still Beating,61,False,149163,2023-12-01T05:00:00Z,7jLbqg4aQyJdd9Wq6zrB2m
4r9kj0CqH7RCp6Oxx56SvN,Memories,72,False,155409,2023-12-01T05:00:00Z,5h8OA47knr8723Mc73vVMD
4yc0wKwKXGkx9Vqc42MIFy,Past Life,69,False,196821,2023-12-01T05:00:00Z,0vJYeZ82yiEUvuGBDMoqwL
3bK1zVFBKIzYjmptmI4NsJ,Overdrive (feat. Norma Jean Martine),81,False,155905,2023-12-01T05:00:00Z,2axYqSKAhWaN60ijTZ0XXg
3uD3HzG6tO8lWUIKtJKcxA,Take My Chance,50,False,198603,2023-12-01T05:00:00Z,3xaAySZDsBeu2k12tDaLsZ
2fP9aII1LkmZZmzdAiuNVz,Won't Forget You,70,False,153817,2023-12-01T05:00:00Z,2b2p2llc051aP6YlPG5AnK
59NraMJsLaMCVtwXTSia8i,Prada,94,True,132359,2023-12-01T05:00:00Z,5MU0RmBSpoSxOPYBfcobDc
5mjYQaktjmjcMKcUIcqz4s,Strangers,97,False,172964,2023-12-01T05:00:00Z,18ogtNq9F7DmMkNYO6Xb4k
2UMDjpShbeQoON9Dn7ONMK,I Wanna Dance,62,False,198805,2023-12-01T05:00:00Z,6CxgIkOgE7uIG4p70b8lyl
79Ojf7CxxJw04NP4d8hrf8,NRG,67,False,146250,2023-12-01T05:00:00Z,3S6FlsCt2FK6saAarcRoyy
5CaUUACiQFEf4zR5WoeIrp,If U Need It,65,False,179999,2023-12-01T05:00:00Z,628CN0UzuPsstc678cQ5Sn
3oOvEw1pgxMtrQMNgPWQHL,Fall Again,53,False,206794,2023-12-01T05:00:00Z,4Lgy6GaK2eR2QwOyoDeDg0
6afdNrotJ1PCt9DoFiHpLj,Real Love,73,False,163000,2023-12-01T05:00:00Z,7jENFxE6ngcSKd9UqjEKxY
4AFlChQQJbB1MOCgOiiyYc,Drums (Feat. Kim Petras),73,False,152400,2023-12-01T05:00:00Z,5Xs1g4UOOm6NBk4cSxyl2M
5IkqbeN8L6DC9kRA7Hp64t,Dance No More (with Kaleena Zanders),65,False,202657,2023-12-01T05:00:00Z,3QOx2Pb0YAOD48iVQOAqjA
3tda2VED1rPj3MmVf3mXTo,thicc,60,False,222682,2023-12-01T05:00:00Z,7CGatMISsY9SZCJhVsYiT5
2bI6KAUqXeIXGAEEvup8ri,Sunshine (My Girl),69,False,131250,2023-12-01T05:00:00Z,7AE0HaidGUaRBSmIZmJ8As
34x9lHWBLEWgDSUUlx1T5Z,Tell That Boy,54,False,214211,2023-12-01T05:00:00Z,1pQODgWcJzz8oUoucbos1R
7Iv0928rZ28KjivhAJPqfC,Love On You (feat. Griff Clawson),53,False,170196,2023-12-01T05:00:00Z,7hijxy3rso2MSNyHf0K5kj
2HbTwmup8SWz5tMcKZXFLh,Big FU,74,True,161770,2023-12-01T05:00:00Z,6fmQcEPiGQlBlA8LGClYVU
49wEdWGkL2CcOrXEKklXtJ,Milkshake 20 (Alex Wann Remix),65,False,176949,2023-12-01T05:00:00Z,6x2zv2rhiwUYECd681EisA
0g8nIlk2ltpZP8lYlPvRx1,Always Get Through To You,59,False,246840,2023-12-01T05:00:00Z,5LASDBDtLLEt3QqVtgOoaM
7tm4pF2JvKc4GGKSagRuS9,Carry Me Higher - 7 Inch Version,58,False,270402,2023-12-01T05:00:00Z,21q5qrGNBSI1ihI0TT5348
6ibDVMcMUNqZ5eXT9sD4Vy,DNA (Loving You) [feat. Hannah Boleyn],77,False,164919,2023-12-01T05:00:00Z,6chhPL4qq4x8IEkvEDTL3R
3JLpwzhVvYeotNSI4izQUV,"Dance For Me (1, 2, 3) - Stutter Techno",74,False,147895,2023-12-01T05:00:00Z,25YdkG6ZzOjou6uNQaC0NY
68udexWA5NqZQh8YXJkHky,All Night,60,False,208846,2023-12-01T05:00:00Z,5crYO6MbmHmFPHW9G6hr3p
03mX4WEpvZPkHmEsd2ZoV8,Spring Girl,57,False,228571,2023-12-01T05:00:00Z,2JjG2Nnj87eX9lDnNNNdqP
2VMH2r2jqBpxk5kWjM8HCo,Me Me Me,54,False,338446,2023-12-01T05:00:00Z,4AWEbvZ2qwNLBbAYCdwc8Y
0nAYPzFbosQZ0a60zf88aN,Dancing At The Disco,55,False,194423,2023-12-01T05:00:00Z,2zRVSA2HEm7bVR5R9EjJgt
2fga4JgHuq91W9HiTfo9GC,how2fly,57,False,241714,2023-12-01T05:00:00Z,2rMP8tQaoWn14zQM2zUOzG
5DIOs6NEUV14lGzerovXZN,Like A Prayer,61,False,229337,2023-12-01T05:00:00Z,0P0UAa1mOYWrKpuCFklA87
5fF9T9SMqBKUvT06cn7kBR,It's That Time,71,False,240250,2023-12-01T05:00:00Z,4nSFAyvWxMBkgGYU5W6hOt
6iaFDadGS6EqeyQb0c3QGZ,Electric Feeling,57,False,186239,2023-12-01T05:00:00Z,4Nu0kuBzS4A8AGQFXRBPN9
6Kl0BmROA5CAwtQOEFd99y,Human,65,False,133636,2023-12-01T05:00:00Z,2Lp9nUToblWF8nbzeMVzjA
3C74wo9oewRgcvMj14O7Xu,One Pill,57,False,217946,2023-12-01T05:00:00Z,7EeBTWpH1hiiL8ttysUTio
4NDhaxAmbKXM8LKrOPNxsy,Flip It,64,False,135000,2023-12-01T05:00:00Z,6pdKC8JtPq2fbz8er190xE
5CMOwBRA9nShq31cMeMEsE,In This World,56,False,264293,2023-12-01T05:00:00Z,6pNuyY90Baz2qxRa4Z2B8C
0aVrpFRLlrd5zVyPXWP3mS,Miracle,60,False,302740,2023-12-01T05:00:00Z,2ctujff7VotoPkcd4AXXT8
1aRd5tMVhiRyMJLmSOg2IF,The Boy Is Mine,65,False,201713,2023-12-01T05:00:00Z,3vmR5tggRYJhVhuB0j1uVc
70ofkwt6aIb4bPQ51OQMQO,More Love - Rampa &ME Remix,65,False,371897,2023-12-01T05:00:00Z,4ml88dBgRFbbucUERI1BYC
7LNsgTO7ipNPLE10Nn7iR7,Compute,55,False,263610,2023-12-01T05:00:00Z,4sonMTh4GV9Y1rvJTfdZ8R
30nygP64gBZqbLoWC72vNq,One Last Call,66,False,256859,2023-12-01T05:00:00Z,4P5fu99YdeoP7K29RyOvyy
0GL2DIZoRorbVbsRejFCaW,One Of A Kind,55,True,138725,2023-12-01T05:00:00Z,2xpSf5fa0lJ04r8Ya6g1J0
3d4lGcDN1FISRTBeBeGRoJ,Lo Que Soy,59,False,170953,2023-12-01T05:00:00Z,2L6QpGW5Wz3ohn7sxUMbqu
3FrlcqYxS1A3W7pCGAHai6,Vogue,58,False,192187,2023-12-01T05:00:00Z,6vCW931VRazG6Y49nzAwJz
0biZ6lxXHy4eHweTbOD33W,Fight or Flight,54,False,151538,2023-12-01T05:00:00Z,21flOOgl2FgBHpxum2PVVH
2ZWmmrWUgDBcPSLihBMvhg,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",82,False,177291,2023-12-01T05:00:00Z,2xV74PLdZg5gwA65xGF8cF
1P7xMiKHrAl4e5Vbi6NbPf,Romantic Homicide - Spotify Singles,53,False,197612,2023-12-01T05:00:00Z,19wyFSSjj5pqoS130wwCIf
32fmwlkq7srmOAb5N0vdyj,Echo,75,False,134400,2023-12-01T05:00:00Z,3oVQAqfrzIg4S5pF74au4x
7GJRZmyEpMIou1RqG0ebd8,HONEY (ARE U COMING?),70,False,167276,2023-12-01T05:00:00Z,2kcJ3TxBhSwmki0QWFXUz8
48SmjoT74xf4Zi07EHRt1s,The American Dream Is Killing Me,69,True,186270,2023-12-01T05:00:00Z,12VEQ6qRfhz9epkYVPE2nC
1ja4311zfLHqUL96poSXfP,ONE MORE TIME,73,False,208114,2023-12-01T05:00:00Z,1OteY9OFTmoZ0vmZT89wPd
19vHgVS1aukRiQWhTqfKnE,DArkSide,79,True,164790,2023-12-01T05:00:00Z,3E21iYJYv6lSkBkHBv3SKq
4WVJeRP6hjMMBkmWsV4TtF,Make It Out Alive,71,False,209799,2023-12-01T05:00:00Z,6FRkntES0AkBOQu9AOHNeo
6tRneEcItwpSxBtqgem5Dr,THE DEATH OF PEACE OF MIND,77,True,241499,2023-12-01T05:00:00Z,3p7m1Pmg6n3BlpL9Py7IUA
1vJmd8YIIAz6XQ9GHlUr5p,Normal People Things,74,False,164844,2023-12-01T05:00:00Z,2fzxvtlp5mqgJktyPAt5UC
6vWu5uWlox5TVDPl3LvoG3,Under You,67,False,219400,2023-12-01T05:00:00Z,4wp4aWWpoYfNcspimVAnel
