artists,track_id
0hF6lbAjRsq4svrQUr5sgU,6ulEymrJ2Azx1uo3YHSE5w
3BcgTyEdL81zMljmXcilZM,6ulEymrJ2Azx1uo3YHSE5w
43s6uFZrdusv7ggmDSpO41,6ulEymrJ2Azx1uo3YHSE5w
0Y5tJX1MQlPlqiwlOH1tJY,42VsgItocQwOQC3XWZ8JNA
699OTQXzgjhIYAHMy9RyPD,42VsgItocQwOQC3XWZ8JNA
2tIP7SsRs7vjIcLrU85W8J,0oqnZWNBvobs1t181f45Ck
1RyvyyTE3xzB2ZywiAwp0i,0oqnZWNBvobs1t181f45Ck
4Q7FV4mw6Q3va79JwftGRv,0oqnZWNBvobs1t181f45Ck
45TgXXqMDdF8BkjA83OM7z,4M68xjcc42oxyphhzpOWXS
17lzZA2AlOHwCwFALHttmp,6N7TGPYfGP2oxiy9Cpaz9G
55Aa2cqylxrFIXC767Z865,6N7TGPYfGP2oxiy9Cpaz9G
002HSjuWsGMinkXTa7JcRp,35gu7pEQ2gOLUvskspCD3Y
2hlmm7s2ICUX0LVIhVFlZQ,35gu7pEQ2gOLUvskspCD3Y
181bsRPaVXVlUKXrxwZfHK,3Kh8X9lHztqVBTgw30HbXn
5Matrg5du62bXwer29cU5T,4EKfEZ89t2DzU41RbsyFC6
55Aa2cqylxrFIXC767Z865,4EKfEZ89t2DzU41RbsyFC6
0ErzCpIMyLcjPiwT4elrtZ,3ScMs95OaNlkrZuRe7gyYa
6qxpnaukVayrQn6ViNvu9I,3ScMs95OaNlkrZuRe7gyYa
4DdkRBBYG6Yk9Ka8tdJ9BW,6Qc90FMwNUjJ2M893RdYUg
1RyvyyTE3xzB2ZywiAwp0i,6Qc90FMwNUjJ2M893RdYUg
0VRj0yCOv2FXJNP47XQnx5,7LTCmtMpf3JPfBE8gAl64z
1RyvyyTE3xzB2ZywiAwp0i,7LTCmtMpf3JPfBE8gAl64z
45TgXXqMDdF8BkjA83OM7z,3kfhS2L56Wj8fBcu7xE47H
1URnnhqYAYcrqrcwql10ft,3kfhS2L56Wj8fBcu7xE47H
31W5EY0aAly4Qieq6OFu6I,2hkcNrUwTVwKqjfUO1Kx3d
7rkW85dBwwrJtlHRDkJDAC,7GkZ2cx7i74zu1piQy3i6T
46SHBwWsqBkxI7EeeBEQG7,53QRPT9Z42ALxGL1YGT9x1
13y7CgLHjMVRMDqxdx0Xdo,4PKh6tJP16etcy2eKyMODe
36HvjE9pV91jEjO1qBRidS,4PKh6tJP16etcy2eKyMODe
0NWbwDZY1VkRqFafuQm6wk,4PKh6tJP16etcy2eKyMODe
0Y5tJX1MQlPlqiwlOH1tJY,67nepsnrcZkowTxMWigSbb
3TVXtAsR1Inumwj472S9r4,67nepsnrcZkowTxMWigSbb
0gg11prPP6OqtUvBcKnPpq,39fKVWP7D9qAmkM8qjRQoC
4PNHuWkk4ee6R8WEhFVPf5,39fKVWP7D9qAmkM8qjRQoC
5yPzzu25VzEk8qrGTLIrE1,1BmI4EYdfzbg8DlV6pHYrY
3MdXrJWsbVzdn6fe5JYkSQ,1BmI4EYdfzbg8DlV6pHYrY
3DbwFQlvLxRSi2uX8mf81A,1BmI4EYdfzbg8DlV6pHYrY
17lzZA2AlOHwCwFALHttmp,5FDc4ljIWyW8wClzt54dhs
55Aa2cqylxrFIXC767Z865,5FDc4ljIWyW8wClzt54dhs
1URnnhqYAYcrqrcwql10ft,5FDc4ljIWyW8wClzt54dhs
3hcs9uc56yIGFCSy9leWe7,24zmKlJp1LlIRpagSbMaRY
2Hm8pRagdhRNFBbCiGaJEI,24zmKlJp1LlIRpagSbMaRY
3IaKn0ExWTMPqa0mscUYw3,24zmKlJp1LlIRpagSbMaRY
3MdXrJWsbVzdn6fe5JYkSQ,4hrd3G5XnJzDC5LZw0Fwgu
4Q7FV4mw6Q3va79JwftGRv,4hrd3G5XnJzDC5LZw0Fwgu
45gHcnDnMC15sgx3VL7ROG,1WzuY075zswuk0pgMNrqCT
6C1ohJrd5VydigQtaGy5Wa,5ia8VbDkfzWBjC6f3bOTt1
4kYSro6naA4h99UJvo89HB,4YQImHflXSiIMXntcwPkx8
181bsRPaVXVlUKXrxwZfHK,4YQImHflXSiIMXntcwPkx8
5LHRHt1k9lMyONurDHEdrp,3MbOT5mzE94Ne0Hv51akoS
0A0FS04o6zMoto8OKPsDwY,3MbOT5mzE94Ne0Hv51akoS
55Aa2cqylxrFIXC767Z865,3MbOT5mzE94Ne0Hv51akoS
3gBZUcNeVumkeeJ19CY2sX,2c7sRekhMGlj7u1WIIzoQu
1sBkRIssrMs1AbVkOJbc7a,3dw4v5lOsKRqIX3c1bouJW
20sxb77xiYeusSH8cVdatc,3dw4v5lOsKRqIX3c1bouJW
1RyvyyTE3xzB2ZywiAwp0i,3dw4v5lOsKRqIX3c1bouJW
6Xgp2XMz1fhVYe7i6yNAax,028IoCfEoEoM9fwodhqNP5
1t22AdiJ8P9eXOnoJ8xPJT,028IoCfEoEoM9fwodhqNP5
1NaQOKgddaJipUtmptb7GI,3M1r9ilL53PLcrLdIuyZ4J
4zPg2ECAB9rHtMAx8faWfc,3M1r9ilL53PLcrLdIuyZ4J
4XC335ouK6pXyq4QiIb8bP,5SFCEkybGYmmzKqewtDEaN
7CajNmpbOovFoOoasH2HaY,5SFCEkybGYmmzKqewtDEaN
6qgnBH6iDM91ipVXv28OMu,5ahq8vkzMznGmfN2EVOukP
3MM3uKNdJbvefUael12dl3,5ahq8vkzMznGmfN2EVOukP
205i7E8fNVfojowcQSfK9m,787Y2idwCU2Rk60Prv4wpr
2o5jDhtHVPhrJdv3cEQ99Z,2f2dRxjiUOoV5qhZFbnVO6
4bthk9UfsYUYdcFyqxmSUU,2f2dRxjiUOoV5qhZFbnVO6
7ui1kBUIbujvJnIXxDjoWz,2f2dRxjiUOoV5qhZFbnVO6
3KjZMSSy0BaCVdvL0VABRO,2f2dRxjiUOoV5qhZFbnVO6
3SozjO3Lat463tQICI9LcE,4Q2IUQo8YuoCqiRrDazKK4
64KEffDW9EtZ1y2vBYgq8T,4Q2IUQo8YuoCqiRrDazKK4
1Cs0zKBU1kc0i8ypK3B9ai,1CcLA0eaauck34YEIrvAAq
3Xt3RrJMFv5SZkCfUE8C1J,1CcLA0eaauck34YEIrvAAq
0w1sbtZVQoK6GzV4A4OkCv,0rK3a7tLRVgJBoc2DP3tIX
6mDl7lQiLxT0iQ8LYhAlWy,5KTZgG84bKFGm53lhLtTqc
5Y2FS5YbGf7yRDumzD5nY3,5KTZgG84bKFGm53lhLtTqc
4oLeXFyACqeem2VImYeBFe,5QOBT97OmYCZo1W5u7tRrB
6Ja6zFB5d7XRihhfMo6KzY,5QOBT97OmYCZo1W5u7tRrB
3X2DdnmoANw8Rg8luHyZQb,4heve4ydl1u6V3AD4moZq9
5fMUXHkw8R8eOP2RNVYEZX,7LXimIqTYO76Utly8VFABu
5PlfkPxwCpRRWQJBxCa0By,7LXimIqTYO76Utly8VFABu
4dHGNdVhBxCJUyMk9dR727,7LXimIqTYO76Utly8VFABu
586uxXMyD5ObPuzjtrzO1Q,7eUalfb6XYFlpM8LvHmsJD
07FaEsHIaVZAFFHvNElpbQ,7eUalfb6XYFlpM8LvHmsJD
5XWPfS0p9Ow7IfTrlQhxhw,7eUalfb6XYFlpM8LvHmsJD
4qLwtWhlhyAoQ4S9mSrDW9,4LwxeWSBu0LQtEyGLb6FVP
3PYRXP25JcbqhvNaJYcnWy,4LwxeWSBu0LQtEyGLb6FVP
2mLA48B366zkELXYx7hcDN,17t5Ba4T5CEYw2WG2clNeu
5gznATMVO85ZcLTkE9ULU7,17t5Ba4T5CEYw2WG2clNeu
6LKEDpmHSbVFGyL2OW0ZbQ,17t5Ba4T5CEYw2WG2clNeu
2p1fiYHYiXz9qi0JJyxBzN,6GrLwf1LdBCmkBOsmOcbPp
6Q192DXotxtaysaqNPy5yR,6GrLwf1LdBCmkBOsmOcbPp
4TvhRzxIL1le2PWCeUqxQw,4ejCsNXh66YasBUiwfBhDg
6dm2qCTCfqv1fqrow7UOcj,4ejCsNXh66YasBUiwfBhDg
5tHs3fthucNRGAFpdE9rmz,4ejCsNXh66YasBUiwfBhDg
0Z4Ir8usNVcAdCSQl0fQki,74HBdKMibHlpW312HTFReN
5R3Hr2cnCCjt220Jmt2xLf,4feAKLuq3ShnAA84HcUFvf
6U1dV7aL68N7Gb0Naq34V5,4feAKLuq3ShnAA84HcUFvf
0NGAZxHanS9e0iNHpR8f2W,0OvO2X2Q3i98dc5RcgEN3x
69GGBxA162lTqCwzJG5jLp,0OvO2X2Q3i98dc5RcgEN3x
311uEW9rt5g2NmzjGEKS2E,0OvO2X2Q3i98dc5RcgEN3x
5Igpc9iLZ3YGtKeYfSrrOE,02QE4LsAj7DBjMRxolGE8a
5ITI6SEoUZMIXXkzCfr4oE,02QE4LsAj7DBjMRxolGE8a
4iBwchw0U0GZv5RfVYSMxN,7mQAjg2u5udWhnQ07jIHI7
1NaQOKgddaJipUtmptb7GI,7mQAjg2u5udWhnQ07jIHI7
4pOglqMAavrWFo20ORRx5w,7mQAjg2u5udWhnQ07jIHI7
06HL4z0CvFAxyc27GXpf02,0pjBqAz8GlxGlpaU4W0DxS
3oKnyRhYWzNsTiss5n4Z1J,0pjBqAz8GlxGlpaU4W0DxS
1VJ0briNOlXRtJUAzoUJdt,1aNUSKBe6UMyMk3pEu9ws7
3CGuwWgoCYSO5Z72H5G2Ec,1aNUSKBe6UMyMk3pEu9ws7
1r43wW70tnGUauQYvY5w48,31nfdEooLEq7dn3UMcIeB5
0SfsnGyD8FpIN4U4WCkBZ5,51w0BMC24JALh8uzwRzjMB
6FzKLPWkSD5Ivq2mU98uqf,51w0BMC24JALh8uzwRzjMB
7gvpJzKMMMQsdLqWF4SKs7,51w0BMC24JALh8uzwRzjMB
2gduEC76ry33RVurAvT05p,1IYlFAw4SThAoRx5DWwAjT
64M6ah0SkkRsnPGtGiRAbb,1IYlFAw4SThAoRx5DWwAjT
20gsENnposVs2I4rQ5kvrf,4r9kj0CqH7RCp6Oxx56SvN
6pGgP4CDlYMumihpD3CAwm,4r9kj0CqH7RCp6Oxx56SvN
4bL2B6hmLlMWnUEZnorEtG,4yc0wKwKXGkx9Vqc42MIFy
1HBjj22wzbscIZ9sEb5dyf,4yc0wKwKXGkx9Vqc42MIFy
4AKwRarlmsUlLjIwt38NLw,3bK1zVFBKIzYjmptmI4NsJ
2fsk4VlJdNF6G8cCMDrrzB,3bK1zVFBKIzYjmptmI4NsJ
1yqxFtPHKcGcv6SXZNdyT9,3uD3HzG6tO8lWUIKtJKcxA
4Q6nIcaBED8qUel8bBx6Cr,2fP9aII1LkmZZmzdAiuNVz
0Cs47vvRsPgEfliBU9KDiB,2fP9aII1LkmZZmzdAiuNVz
7hssUdpvtY5oiARaUDgFZ3,2fP9aII1LkmZZmzdAiuNVz
6BrvowZBreEkXzJQMpL174,2UMDjpShbeQoON9Dn7ONMK
5ChF3i92IPZHduM7jN3dpg,2UMDjpShbeQoON9Dn7ONMK
4pqY01dGuzojomnVCXYbXC,2UMDjpShbeQoON9Dn7ONMK
7zAAwgV5Wqmvpb4GzvlRkP,79Ojf7CxxJw04NP4d8hrf8
1GuqTQbuixFHD6eBkFwVcb,5CaUUACiQFEf4zR5WoeIrp
4yX6mpMyBGf9UfvBB8JJrc,3oOvEw1pgxMtrQMNgPWQHL
60d24wfXkVzDSfLS6hyCjZ,6afdNrotJ1PCt9DoFiHpLj
3CrKgAMSBXsnTugbUqpu6g,6afdNrotJ1PCt9DoFiHpLj
43BxCL6t4c73BQnIJtry5v,4AFlChQQJbB1MOCgOiiyYc
3Xt3RrJMFv5SZkCfUE8C1J,4AFlChQQJbB1MOCgOiiyYc
0PavAVTZWBEpaj4iJdKCyj,5IkqbeN8L6DC9kRA7Hp64t
0Sz2jslaxjcw2VM5zYh2jK,5IkqbeN8L6DC9kRA7Hp64t
3M3wTTCDwicRubwMyHyEDy,3tda2VED1rPj3MmVf3mXTo
5P8FHUS4EuE2FXskLnqkAg,3tda2VED1rPj3MmVf3mXTo
6Se1y4vDcu9fVHLqdj1N3q,2bI6KAUqXeIXGAEEvup8ri
2k5DY2QDU3kBi5DX7OQlWj,34x9lHWBLEWgDSUUlx1T5Z
4WUGQykLBGFfsl0Qjl6TDM,7Iv0928rZ28KjivhAJPqfC
3TaUSUXn41GixL7zbvrIDt,7Iv0928rZ28KjivhAJPqfC
3dIbvdQQd3HXfQcRjR6lb7,7Iv0928rZ28KjivhAJPqfC
1Cs0zKBU1kc0i8ypK3B9ai,2HbTwmup8SWz5tMcKZXFLh
3ZpEKRjHaHANcpk10u6Ntq,2HbTwmup8SWz5tMcKZXFLh
3hcs9uc56yIGFCSy9leWe7,2HbTwmup8SWz5tMcKZXFLh
0IF46mUS8NXjgHabxk2MCM,49wEdWGkL2CcOrXEKklXtJ
6PTNNcLg90Kkl89JcEwKhT,49wEdWGkL2CcOrXEKklXtJ
0vTVU0KH0CVzijsoKGsTPl,0g8nIlk2ltpZP8lYlPvRx1
4TvhRzxIL1le2PWCeUqxQw,7tm4pF2JvKc4GGKSagRuS9
3pK4EcflBpG1Kpmjk5LK2R,7tm4pF2JvKc4GGKSagRuS9
5rZUNweztKBI1Xy3XhYHoJ,7tm4pF2JvKc4GGKSagRuS9
0kmovylAP20DMJhS3BE2CO,6ibDVMcMUNqZ5eXT9sD4Vy
6EP96GaItADv1rNqR2oGIR,6ibDVMcMUNqZ5eXT9sD4Vy
2m8ROV7jEwm66LBxUNhUMt,3JLpwzhVvYeotNSI4izQUV
3vGgjydudbzEp2r9PmqHc0,3JLpwzhVvYeotNSI4izQUV
6dcF1Pcj5BlCkSK9FF96GG,3JLpwzhVvYeotNSI4izQUV
34lIancN28qj7jD4JxYOdE,3JLpwzhVvYeotNSI4izQUV
76M2Ekj8bG8W7X2nbx2CpF,68udexWA5NqZQh8YXJkHky
4aKdmOXdUKX07HVd3sGgzw,68udexWA5NqZQh8YXJkHky
7aWpPjjgItUnXljFxYYKZI,68udexWA5NqZQh8YXJkHky
05tmGPn4fFdVpnsMt0YW5S,03mX4WEpvZPkHmEsd2ZoV8
2GjC0P8uCItsOxEYXtm7kv,03mX4WEpvZPkHmEsd2ZoV8
5tYqFEuFELxnJZgGmmsfSh,2VMH2r2jqBpxk5kWjM8HCo
2rTvgpXa8PA62yBCfwdQxf,2VMH2r2jqBpxk5kWjM8HCo
4q0N3EI67tVnAeeaXbNQIj,0nAYPzFbosQZ0a60zf88aN
3neju4j8u80IBvGawKA3dv,0nAYPzFbosQZ0a60zf88aN
4zVCMnjw54nkhGHU4e1Pav,2fga4JgHuq91W9HiTfo9GC
0YQ22xAzgefaKw8vKCAEp2,5DIOs6NEUV14lGzerovXZN
0hprEC0nsWuQPSHag1O2Vi,5DIOs6NEUV14lGzerovXZN
4zR2t8bagib4ozydVgb93l,5DIOs6NEUV14lGzerovXZN
0HHa7ZJZxUQlg5l2mB0N0f,5fF9T9SMqBKUvT06cn7kBR
4lBSzo2LS8asEzoePv6VLM,5fF9T9SMqBKUvT06cn7kBR
7vWC03wqXwUqjPON8hc1tz,6iaFDadGS6EqeyQb0c3QGZ
03y4yOxhLk6MDJ1bV424uO,6Kl0BmROA5CAwtQOEFd99y
6fjbZ7zQBYEy3kvB5JL5PM,3C74wo9oewRgcvMj14O7Xu
1PbO7aQiVeKbGp8GYWDL9C,4NDhaxAmbKXM8LKrOPNxsy
2AUT4fNQ2QC0e2f5pIxOCd,4NDhaxAmbKXM8LKrOPNxsy
25oLRSUjJk4YHNUsQXk7Ut,5CMOwBRA9nShq31cMeMEsE
02DWGcShQivFepRvGJ7xhB,0aVrpFRLlrd5zVyPXWP3mS
50Lr1puweM1hFsF1LpIZLM,0aVrpFRLlrd5zVyPXWP3mS
2mrrXxzLsLPgLSiJz9COWB,1aRd5tMVhiRyMJLmSOg2IF
0SI37BtvfxqNpnvjeMPqyD,1aRd5tMVhiRyMJLmSOg2IF
58PEgJMZGqZ5d3CHYJTGv7,1aRd5tMVhiRyMJLmSOg2IF
2exkZbmNqMKnT8LRWuxWgy,70ofkwt6aIb4bPQ51OQMQO
26WKgv73kRHD0gEDKD1i8j,70ofkwt6aIb4bPQ51OQMQO
08jywfUS0hp8XYlYs0cvz8,70ofkwt6aIb4bPQ51OQMQO
5mIowAJMp7RKNheelruV5z,70ofkwt6aIb4bPQ51OQMQO
240wlM8vDrf6S4zCyzGj2W,7LNsgTO7ipNPLE10Nn7iR7
5XJp0gYotUfFraS626GSge,7LNsgTO7ipNPLE10Nn7iR7
5tDjiBYUsTqzd0RkTZxK7u,30nygP64gBZqbLoWC72vNq
4nknUpUYu4baxWwkunq81Z,30nygP64gBZqbLoWC72vNq
5g93IJMEpfC68NUaeVjr4h,0GL2DIZoRorbVbsRejFCaW
7zm3aSdmGiOkTt0aZFSO8R,3d4lGcDN1FISRTBeBeGRoJ
3NwcP2GO2sZZS2BVvWcc9T,3d4lGcDN1FISRTBeBeGRoJ
3VRyybsQu0MDG0F2LBxnv7,3FrlcqYxS1A3W7pCGAHai6
11gWrKZMBsGQWmobv3oNfW,0biZ6lxXHy4eHweTbOD33W
7nJNuftnqwrFGFs3ZRRe0u,0biZ6lxXHy4eHweTbOD33W
3jNkaOXasoc7RsxdchvEVq,2ZWmmrWUgDBcPSLihBMvhg
35dxfY1wywqVRUEaVuMm13,2ZWmmrWUgDBcPSLihBMvhg
07CimrZi5vs9iEao47TNQ4,2ZWmmrWUgDBcPSLihBMvhg
17fY0VRyqRgmqI3dHlE1UU,2ZWmmrWUgDBcPSLihBMvhg
4LqFJ98PEA7gIrRtviMUmb,2ZWmmrWUgDBcPSLihBMvhg
4n81jTX3LJ7zxNr6Ss8PkQ,2ZWmmrWUgDBcPSLihBMvhg
5CMaNobmJYgXcfiT0zYOwi,1P7xMiKHrAl4e5Vbi6NbPf
5pkU7zjIzHgfN1n91e51r3,32fmwlkq7srmOAb5N0vdyj
5fDx43KRyr21vME3lLxmxY,32fmwlkq7srmOAb5N0vdyj
6iOYJDZYumYVmzxPbyfg5W,32fmwlkq7srmOAb5N0vdyj
0lAWpj5szCSwM4rUMHYmrr,7GJRZmyEpMIou1RqG0ebd8
7oPftvlwr6VrsViSDV7fJY,48SmjoT74xf4Zi07EHRt1s
6FBDaR13swtiWwGhX1WQsP,1ja4311zfLHqUL96poSXfP
1Ffb6ejR6Fe5IamqA5oRUF,19vHgVS1aukRiQWhTqfKnE
7k73EtZwoPs516ZxE72KsO,4WVJeRP6hjMMBkmWsV4TtF
3Ri4H12KFyu98LMjSoij5V,6tRneEcItwpSxBtqgem5Dr
33tFkBLsl6f8TjKkV0uF0C,1vJmd8YIIAz6XQ9GHlUr5p
7jy3rLJdDQY21OgRLCZ9sD,6vWu5uWlox5TVDPl3LvoG3
5SHgclK1ZpTdfdAmXW7J6s,3p84R45PM75ngq8XRoe45o
22bE4uQ6baNwSHPVcDxLCe,5op6kdhlMQ4L0KH30GCZ5T
4UXqAaa6dQYAk18Lv7PEgX,7LJETXmpThAx6IvUzczYNR
6ws5XBA70XgeBpnLZhQBoy,7Az7rVogNu6XpLnykVI5fA
2eam0iDomRHGBypaDQLwWI,4TPgBDOEVwywalXHFUUUQY
0e86yPdC41PGRkLp2Q1Bph,0bpmBKuehVqxXeYtdeTqEG
31M8EXHYtEqOqVb1X7JRVe,3EjHI10QuKMoVBxcgpHrf3
1kDGbuxWknIKx4FlgWxiSp,2YmJZWGcy0yONMCsEKOuVD
6PfSUFtkMVoDkx4MQkzOi3,0oigSejhoNen2EdNAIFcm5
75mafsNqNE1WSEVxIKuY5C,2F7dO7OCqrxff66epaNPEU
066X20Nz7iquqkkCW6Jxy6,2F7dO7OCqrxff66epaNPEU
7KeN0XX71T4fGysIYLB5J5,35k8QihhSU5Z7Rqz7FD2nv
6xBZgSMsnKVmaAxzWEwMSD,4Akq61SpQYUE8IuE7hHNH8
